name,type,record_link,series_title,effective_from,through_to,completed,dp_law,_citations_dp_law,_caution_dp_law,_attachment_name_dp_law,dp_database,_citations_dp_database,_caution_dp_database,_attachment_name_dp_database,dp_url,_citations_dp_url,_caution_dp_url,_attachment_name_dp_url,dp_enacted,_citations_dp_enacted,_caution_dp_enacted,_attachment_name_dp_enacted,dp_effective_dt,_citations_dp_effective_dt,_caution_dp_effective_dt,_attachment_name_dp_effective_dt,dp_collected,_citations_dp_collected,_caution_dp_collected,_attachment_name_dp_collected,dp_valid_imp,_citations_dp_valid_imp,_caution_dp_valid_imp,_attachment_name_dp_valid_imp,dp_state_fed,_citations_dp_state_fed,_caution_dp_state_fed,_attachment_name_dp_state_fed,dp_state_fed_reference,_citations_dp_state_fed_reference,_caution_dp_state_fed_reference,_attachment_name_dp_state_fed_reference,dp_state_fed_citation,_citations_dp_state_fed_citation,_caution_dp_state_fed_citation,_attachment_name_dp_state_fed_citation,dp_type,_citations_dp_type,_caution_dp_type,_attachment_name_dp_type,dp_activity,_citations_dp_activity,_caution_dp_activity,_attachment_name_dp_activity,dp_penalties,_citations_dp_penalties,_caution_dp_penalties,_attachment_name_dp_penalties,dp_exemption,_citations_dp_exemption,_caution_dp_exemption,_attachment_name_dp_exemption,dp_exempt_sygen_activity,_citations_dp_exempt_sygen_activity,_caution_dp_exempt_sygen_activity,_attachment_name_dp_exempt_sygen_activity,dp_exempt_sy_ssp_activity,_citations_dp_exempt_sy_ssp_activity,_caution_dp_exempt_sy_ssp_activity,_attachment_name_dp_exempt_sy_ssp_activity,dp_exempt_can_activity,_citations_dp_exempt_can_activity,_caution_dp_exempt_can_activity,_attachment_name_dp_exempt_can_activity,dp_exempt_DCEgen_activity,_citations_dp_exempt_DCEgen_activity,_caution_dp_exempt_DCEgen_activity,_attachment_name_dp_exempt_DCEgen_activity,dp_exempt_fentDCE_activity,_citations_dp_exempt_fentDCE_activity,_caution_dp_exempt_fentDCE_activity,_attachment_name_dp_exempt_fentDCE_activity,dp_exempt_xyDCE_activity,_citations_dp_exempt_xyDCE_activity,_caution_dp_exempt_xyDCE_activity,_attachment_name_dp_exempt_xyDCE_activity,dp_exempt_DCE_ssp_activity,_citations_dp_exempt_DCE_ssp_activity,_caution_dp_exempt_DCE_ssp_activity,_attachment_name_dp_exempt_DCE_ssp_activity,dp_exempt_fentDCE_ssp_activity,_citations_dp_exempt_fentDCE_ssp_activity,_caution_dp_exempt_fentDCE_ssp_activity,_attachment_name_dp_exempt_fentDCE_ssp_activity,dp_exempt_xyDCE_ssp_activity,_citations_dp_exempt_xyDCE_ssp_activity,_caution_dp_exempt_xyDCE_ssp_activity,_attachment_name_dp_exempt_xyDCE_ssp_activity,dp_exempt_SEgen_activity,_citations_dp_exempt_SEgen_activity,_caution_dp_exempt_SEgen_activity,_attachment_name_dp_exempt_SEgen_activity,dp_exempt_SE_ssp_activity,_citations_dp_exempt_SE_ssp_activity,_caution_dp_exempt_SE_ssp_activity,_attachment_name_dp_exempt_SE_ssp_activity,dp_exempt_unspec_ssp_activity,_citations_dp_exempt_unspec_ssp_activity,_caution_dp_exempt_unspec_ssp_activity,_attachment_name_dp_exempt_unspec_ssp_activity,dp_note,_citations_dp_note,_caution_dp_note,_attachment_name_dp_note
"Arlington Heights, Cook County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74673,DPL_2025_Consolidated,2024-01-01,2024-12-31,15,1,-,-,-,Municode,-,-,-,https://library.municode.com/il/arlington_heights/codes/municipal_code?nodeId=CH8PUSAMOWE_ARTIXDRPA,-,-,-,-,-,-,-,01/01/2024,-,-,-,09/30/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,"Article IX Drug Paraphern,Article IX Drug Paraphern",-,-,720 ILCS 600/2; 410 ILCS 705/1 et seq.; 410 ILCS 130/1 et seq,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",720 ILCS 600/2,-,-,"Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Article IX Drug Para...,-,-,"Unspecified Fine (NEW), Forfeiture/Seizure",Article IX Drug Para...,-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW), Drug checking/testing equipment for fentanyl or fentanyl analogues ","720 ILCS 600/2,720 ILCS 600/2",-,-,-,-,-,-,-,-,-,-,"Possession, Use",-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,"advertising, manufacturing",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington Heights, Cook County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74414,DPL_2025_PS,2024-01-01,2025-06-30,15,1,-,-,-,Municode,-,-,-,https://library.municode.com/il/arlington_heights/codes/municipal_code?nodeId=CH8PUSAMOWE_ARTIXDRPA,-,-,-,07/27/2021,-,-,-,-,-,-,-,09/30/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,"Article IX Drug Paraphern,Article IX Drug Paraphern",-,-,720 ILCS 600/2; 410 ILCS 705/1 et seq.; 410 ILCS 130/1 et seq,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",720 ILCS 600/2,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Article IX Drug Para...,-,-,"Unspecified Fine (NEW), Forfeiture/Seizure",Article IX Drug Para...,-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW), Drug checking/testing equipment for fentanyl or fentanyl analogues ","720 ILCS 600/2,Article IX Drug Paraphern",-,-,-,-,-,-,-,-,-,-,"Possession, Distribution, Other",-,-,-,-,-,-,-,"Possession, Distribution, Other",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington Heights, Cook County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74477,DPL_2025_Consolidated,2022-12-31,2023-12-31,14,1,-,-,-,Municode,-,-,-,https://library.municode.com/il/arlington_heights/codes/municipal_code?nodeId=CH8PUSAMOWE_ARTIXDRPA,-,-,-,07/27/2021,-,-,-,-,-,-,-,09/30/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,"Article IX Drug Paraphern,Article IX Drug Paraphern",-,-,720 ILCS 600/2; 410 ILCS 705/1 et seq.; 410 ILCS 130/1 et seq,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",720 ILCS 600/2,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Article IX Drug Para...,-,-,"Unspecified Fine (NEW), Forfeiture/Seizure",Article IX Drug Para...,-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW)",720 ILCS 600/2,-,-,-,-,-,-,-,-,-,-,"Possession, Use",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington Heights, Cook County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63824,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,self-published,-,-,-,https://ldms.vah.com/WebLink/DocView.aspx?id=585229&dbid=0&repo=Village-of-Arlington-Heights,-,-,-,07/27/2021,-,-,-,-,-,-,-,11/14/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Article IX Drug Para...,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",720 ILCS 600/2,-,-,"Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Article IX Drug Para...,-,-,"Civil (ARCHIVE), Forfeiture/Seizure",Article IX Drug Para...,-,-,"Paraphernalia for consumption of cannabis, generally (ARCHIVE)",Article IX Drug Para...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington, Middlesex County, Massachusetts, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62871,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington, Tarrant County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74811,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arlington, Tarrant County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74749,DPL_2025_JD,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arvada, Jefferson County, Colorado, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63732,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode,-,-,-,https://library.municode.com/co/arvada/codes/code_of_ordinances?nodeId=PTIICOOR_CH62OF_ARTVIIIMAOF_S62-214OFREDRPAMAAC,-,-,-,07/01/2013,-,-,-,-,-,-,-,10/26/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Sec. 62-214. -,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Other",Colorado Revised Statutes Title 18. Criminal Code § 18-18-426,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Sec. 62-214. - Offenses r,-,-,Criminal (ARCHIVE) ,Sec. 62-214. - Offenses r,-,-,"Paraphernalia for consumption of cannabis, generally (ARCHIVE), Drug checking/testing equipment, generally",Colorado Revised Statutes Title 18. Criminal Code § 18-18-426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Arvada, Jefferson County, Colorado, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76268,DPL_2025_Consolidated,2022-12-31,2024-12-31,15,1,-,-,-,Municode,-,-,-,https://library.municode.com/co/arvada/codes/code_of_ordinances?nodeId=PTIICOOR_CH62OF_ARTVIIIMAOF_S62-214OFREDRPAMAAC,-,-,-,07/01/2013,-,-,-,-,-,-,-,10/06/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,Sec. 62-214. - Offenses r,-,-,C.R.S. § 18-18-426,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Other",Colorado Revised Statutes Title 18. Criminal Code § 18-18-426,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Advertising, display, Manufacturing, manufacture with intent to deliver or sell",Sec. 62-214. - Offenses r,-,-,Unspecified Fine (NEW),Sec. 62-214. - Offenses r,-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW), Drug checking/testing equipment, generally",Colorado Revised Statutes Title 18. Criminal Code § 18-18-426,-,-,-,-,-,-,-,-,-,-,"Possession, Distribution, Sales, Other",-,"manufacturing, advertising",-,"Possession, Distribution, Sales, Other",-,"manufacturing, advertising",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Asheville, Buncombe County, North Carolina, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76698,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Asheville, Buncombe County, North Carolina, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62816,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Athens, Clarke County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/64165,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Athens, Clarke County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75894,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Atlanta, Fulton County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63638,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Atlanta, Fulton County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74807,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Auburn, King County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63491,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Auburn, King County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77414,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Augusta, Richmond County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75420,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Augusta, Richmond County, Georgia, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63069,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aurora, Adams County, Colorado, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74960,DPL_2025_Consolidated,2022-12-31,2024-12-31,14,1,-,-,-,Code Publishing Company,-,-,-,https://aurora.municipal.codes/Code/94-221,-,-,-,01/25/2016,-,-,-,-,-,-,-,08/25/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other","Sec. 94-220. Drug paraphe,Sec. 94-220",-,-,"Sales, possession with intent to sell, offer for sale (NEW), Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Advertising, display, Manufacturing, manufacture with intent to deliver or sell","Sec. 94-221. Drug paraphe,Sec. 94-221. Drug paraphe",-,-,Unspecified Fine (NEW),Sec. 94-221. Drug paraphe,-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW), Syringes from syringe services, harm reduction programs, or supervised use sites (NEW)","Sec. 94-221. Drug paraphe,Sec. 94-221. Drug paraphe",-,-,-,-,-,-,Possession,-,-,-,"Possession, Distribution, Sales, Other",-,"Manufacture, Display",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aurora, Adams County, Colorado, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63833,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Self-published,-,-,-,https://aurora.municipal.codes/Code/94-221,-,-,-,01/25/2016,-,-,-,-,-,-,-,08/28/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Sec. 94-220,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other","Sec. 94-220,Sec. 94-220. Drug paraphe",-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Advertising, display, Manufacturing, manufacture with intent to deliver or sell","Sec. 94-221. Drug paraphe,Sec. 94-221. Drug paraphe",-,-,Criminal (ARCHIVE) ,Sec. 94-221. Drug paraphe,-,-,"Paraphernalia for consumption of cannabis, generally (ARCHIVE), Syringe services or harm reduction programs specifically, supervised use sites (ARCHIVE)","Sec. 94-221. Drug paraphe,Sec. 94-221. Drug paraphe",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aurora, Kane County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63874,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode,-,-,-,https://aurora-il.municipalcodeonline.com/book?type=ordinances#name=ARTICLE_29-IX_DRUG_PARAPHERNALIA_VIOLATIONS_AND_REGULATION_OF_USE_OF_CANNABIS,-,-,-,12/10/2019,-,-,-,-,-,-,-,12/05/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,ARTICLE 29-IX DRUG PARAPH,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",ARTICLE 29-IX DRUG P...,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell, Other","ARTICLE 29-IX DRUG P...,ARTICLE 29-IX DRUG P...",-,-,Civil (ARCHIVE),ARTICLE 29-IX DRUG P...,-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Aurora, Kane County, Illinois, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75482,DPL_2025_Consolidated,2022-12-31,2024-12-31,12,1,-,-,-,Municode,-,-,-,https://aurora-il.municipalcodeonline.com/book?type=ordinances#name=ARTICLE_29-IX_DRUG_PARAPHERNALIA_VIOLATIONS_AND_REGULATION_OF_USE_OF_CANNABIS,-,-,-,12/10/2019,-,-,-,-,-,-,-,08/26/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",ARTICLE 29-IX DRUG P...,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Advertising, display, Manufacturing, manufacture with intent to deliver or sell","ARTICLE 29-IX DRUG P...,ARTICLE 29-IX DRUG P...",-,-,Civil Fine (NEW),ARTICLE 29-IX DRUG P...,-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Austin, Travis County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/62924,DPL_2023_Consolidated,2022-12-31,2023-01-01,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Austin, Travis County, Texas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/74624,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Avondale, Maricopa County, Arizona, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77233,DPL_2025_Consolidated,2022-12-31,2024-12-31,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
